key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-300,Subtask,Update pipeline scripts for data extraction,2023-03-24,Lee Ming Sun (inactive),CDM-299,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-programming,proj-pipeline,study-l101,Pre-2026. Pipeline script update. Parent L101.; [subtask: parent stays at CDM-299; epic inherited]
CDM-301,Task,DELFI-L101-NYU Surgery Data Pipeline Scripts,2023-03-24,Lee Ming Sun (inactive),CDM-79,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-programming,proj-pipeline,study-l101,Pre-2026. Pipeline scripts. Parent L101.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-302,Task,DELFI-L101-NYU Surgery Data Pipeline Scripts,2023-03-24,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-programming,proj-pipeline,study-l101,Pre-2026. Pipeline scripts. Parent L101.
CDM-303,Subtask,Update Cohort Assignment Review Listing,2023-03-24,Lee Ming Sun (inactive),CDM-302,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-operations,proj-dqr,study-l101,Pre-2026. Cohort assignment review listing.; [subtask: parent stays at CDM-302; epic inherited]
CDM-304,Task,L201 Clario Workflow Metadata Update,2023-04-07,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-metrics,study-l201,Pre-2026. Clario metadata update. Parent L201.
CDM-305,Task,DELFI-L201 EDC Release v3 - Missing Datapoints,2023-04-10,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-edc,study-l201,Pre-2026. EDC release. Parent L201.
CDM-306,Subtask,Assign Tier 1 when tSDV does not assign a tier,2023-04-10,Vincent Puga-Aragon (inactive),CDM-166,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-metrics,study-l201,Pre-2026. EDC metrics (tSDV tier). Parent L201.; [subtask: parent stays at CDM-166; epic inherited]
CDM-307,Task,DELFI-L201 EDC Release v3 - tSDV Alignment,2023-04-10,Lee Ming Sun (inactive),CDM-80,CDM-80,To Do,,Lee Ming Sun,,Pre-2026 Legacy,Dismissed,Won't Do,Lee Ming Sun (inactive),cat-operations,proj-edc,study-l201,Pre-2026. EDC release. Parent L201.
CDM-308,Task,DELFI-L201 L101 Enrollment Verification Listing,2023-04-10,Lee Ming Sun (inactive),CDM-80,CDM-80,To Do,,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Pre-2026. DQR listing. Parent L201.
CDM-309,Subtask,Create Bubble Plots for EDC Metrics,2023-04-13,Vincent Puga-Aragon (inactive),CDM-225,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. EDC metrics visualization. Parent L201.; [subtask: parent stays at CDM-225; epic inherited]
CDM-310,Subtask,Update FU date reference 31OCT2023,2023-04-19,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Pre-2026. CPT date reference update. Parent L101.; [subtask: parent stays at CDM-278; epic inherited]
CDM-311,Subtask,Update FU_12M_Expected & Evaluation variables for Q4 2023 cleaning activities,2023-04-19,Eric Dixon,CDM-278,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l101,Pre-2026. CPT variable updates. Parent L101.; [subtask: parent stays at CDM-278; epic inherited]
CDM-312,Subtask,Update Evaluation variable to include all subjects with value based on enrollment date,2023-04-19,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Pre-2026. CPT variable update. Parent L101.; [subtask: parent stays at CDM-278; epic inherited]
CDM-313,Subtask,Update Priority_LDT_Train variable to reference FU_12M_Expected_LDT_Training instead of FU_12M_Expected,2023-04-19,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Pre-2026. CPT variable reference update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-314,Subtask,Update Clean Status values to show if FU data is missing for more than for weeks past expected date  ,2023-04-19,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Pre-2026. CPT clean status values. Parent L101.; [subtask: parent stays at CDM-262; epic inherited]
CDM-315,Subtask,"Deprecate/Hide columns: ""LDT Testing Subject List - Monitoring and Cleaning"" & ""AV 2023 Samples?""",2023-04-19,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Pre-2026. CPT column deprecation. Parent L101.; [subtask: parent stays at CDM-262; epic inherited]
CDM-316,Task,DELFI-L101: Site Payments,2023-04-19,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cro,study-l101,[Sonnet re-pass] DELFI-L101: Site Payments — site payments tracked with CRO.; Pre-2026. Site payments tracker. Parent L101.
CDM-317,Subtask,Update Payments Tracker sheet to include all payment events,2023-04-19,Eric Dixon,CDM-316,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cro,study-l101,"[Sonnet re-pass] Update Payments Tracker sheet for all payment events — subtask of site payments, CRO.; Pre-2026. Payments tracker update. Parent.; [subtask: parent stays at CDM-316; epic inherited]"
CDM-318,Task,DELFI-L201 Suspicious Nodule Case Tracker,2023-04-25,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Pre-2026. Case tracker (Suspicious Nodule). Parent L201.
CDM-319,Task,"L101: Update export_clean_patient_tracker() to remove ""Priority"" and ""LDT Train 2022 Samples?"" columns.",2022-08-23,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-programming,proj-cpt,study-l101,Pre-2026. CPT export logic. Parent L101.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-320,Task,L101 add Priority column for the LDT validation cleaning efforts to the export_clean_patient_tracker() ,2022-08-23,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-programming,proj-cpt,study-l101,Pre-2026. CPT column addition. Parent L101.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-321,Task,DELFI-L101: Inclusion 2-4 listing issue,2023-01-31,Eric Dixon,,,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-dqr,study-l101,Pre-2026. DQR listing issue.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-322,Subtask,Apply data quality review and report review records for subjects transferred from Site 104 to Site 119,2023-04-28,Eric Dixon,CDM-289,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Pre-2026. DQR subject transfer follow-up.; [subtask: parent stays at CDM-289; epic inherited]
CDM-323,Task,L201 tSDV Monitoring Report,2023-05-03,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Pre-2026. tSDV monitoring report. Parent L201.
CDM-324,Subtask,Bug: Fix duplicate records for Unassigned Cohort Review listing,2023-05-04,Eric Dixon,CDM-181,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Pre-2026. DQR cohort review bug fix.; [subtask: parent stays at CDM-181; epic inherited]
CDM-325,Task,Add Distinct to delfiawsr gsheet read-in,2023-05-05,Vincent Puga-Aragon (inactive),,,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] Add Distinct to delfiawsr gsheet read-in — pipeline code fix for data source read-in.; Pre-2026. Generic data function. No study.
CDM-326,Task,TS: JHU Pembro updates,2023-05-08,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: JHU Pembro updates — translational science pipeline dataset update.; Pre-2026. TS data updates. No study.
CDM-327,Subtask,Update output to prod file and add distinct() function to google sheet read in function,2023-05-09,Eric Dixon,CDM-286,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-programming,proj-pipeline,study-l101,"[Sonnet re-pass] Update output to prod file, add distinct() to google sheet read-in — pipeline code subtask.; Pre-2026. Script output/function update.; [subtask: parent stays at CDM-286; epic inherited]"
CDM-328,Task,TS: JHUPembro further updates,2023-05-09,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: JHUPembro further updates — translational science pipeline dataset.; Pre-2026. TS data updates. No study.
CDM-329,Task,Automate slide generation for the Centralized Data Review meeting,2023-03-02,Payam Khodabakhshi,CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. CDR slide automation. Parent L201.
CDM-330,Subtask,Subset and reorder tables by total participants per site,2023-03-29,Vincent Puga-Aragon (inactive),CDM-329,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. Slide generation subtask. Parent L201.; [subtask: parent stays at CDM-329; epic inherited]
CDM-331,Subtask,Create parallel file to streamline slide generation,2023-05-02,Vincent Puga-Aragon (inactive),CDM-329,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. Slide automation pipeline. Parent L201.; [subtask: parent stays at CDM-329; epic inherited]
CDM-332,Subtask,Add Other Cancer Type to pipeline,2023-05-10,Vincent Puga-Aragon (inactive),CDM-285,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-pipeline,study-l201,Pre-2026. Pipeline enhancement. Parent L201.; [subtask: parent stays at CDM-285; epic inherited]
CDM-333,Task,DELFI-L101: Prior Cancer History & FU Cancer Review,2023-05-15,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l101,Pre-2026. DQR cancer history/review. Parent L101.
CDM-334,Task,DELFI-L101: Ad hoc Report - Chest CT Scan Review,2023-05-15,Eric Dixon,,,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Pre-2026. Ad hoc DQR report. L101.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-335,Subtask,Add pathology column and rearrange confirmed cancer column,2023-05-17,Vincent Puga-Aragon (inactive),CDM-318,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-metrics,study-l201,Pre-2026. Case tracker (suspicious nodule) update.; [subtask: parent stays at CDM-318; epic inherited]
CDM-336,Task,TS: JHU Pembro resolve WGS/MAF timepoint gaps,2023-05-19,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: JHU Pembro resolve WGS/MAF timepoint gaps — pipeline data gap resolution.; Pre-2026. TS data resolution. No study.
CDM-337,Task,TS: JHUPembro EPR reports,2023-05-19,Erica Peters (inactive),,,Dismissed,Done,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: JHUPembro EPR reports — translational pipeline EPR reporting.; Pre-2026. TS reporting. No study.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-338,Task,DELFI-L101: Chest CT Scan Type Reconciliation Review,2023-05-19,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,Pre-2026. DQR chest CT reconciliation. Parent L101.
CDM-339,Task,TS: Further JHU Pembro edits,2023-05-22,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: Further JHU Pembro edits — translational science pipeline edits.; Pre-2026. TS data edits. No study.
CDM-340,Task,Derived RADS Score Listing,2023-05-22,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Pre-2026. DQR derived score listing. Parent L201.
CDM-341,Task,DELFI-L101:  Pending Discontinuation Review,2023-05-24,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,Pre-2026. DQR discontinuation review. Parent L101.
CDM-342,Subtask,DELFI-L101: Pending Discontinuation Review - remove duplicate rows,2023-05-24,Eric Dixon,CDM-341,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Pre-2026. DQR row deduplication. Parent L101.; [subtask: parent stays at CDM-341; epic inherited]
CDM-343,Task,DELFI-L101 LDT Training & Validation Clean Status List Generation,2023-05-26,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-reporting,proj-dqr,study-l101,Pre-2026. DQR LDT list generation. Parent L101.
CDM-344,Task,TS: JHUPembro 6 additional patients,2023-05-30,Erica Peters (inactive),,,Dismissed,Done,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,[Sonnet re-pass] TS: JHUPembro 6 additional patients — pipeline dataset expansion.; Pre-2026. TS data additions. No study.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-345,Task,Inclusion #2-4 Duplication Bug for Issue Generation,2023-05-30,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-pipeline,study-l201,Pre-2026. Pipeline bug fix. Parent L201.
CDM-346,Subtask,Minor bubble plot updates,2023-05-30,Vincent Puga-Aragon (inactive),CDM-225,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. Metrics visualization update. Parent L201.; [subtask: parent stays at CDM-225; epic inherited]
CDM-347,Subtask,error,2023-05-31,Erica Peters (inactive),CDM-339,,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-programming,proj-pipeline,study-cross,"[Sonnet re-pass] Error fix — subtask of CDM-339 JHU Pembro edits, pipeline.; Pre-2026. Generic error task (dismissed).; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-339; epic inherited]"
CDM-348,Task,DELFI-L101: Cancer Status Review,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,"proj-dqr,proj-cancer-review",study-l101,Pre-2026. DQR cancer status review. Parent L101.
CDM-349,Task,DELFI-L101: Non-Cancer Status Review,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Pre-2026. DQR non-cancer status. Parent L101.
CDM-350,Task,DELFI-L101: EDC vs LIMS Reconciliation,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,"proj-dqr,proj-edc",study-l101,Pre-2026. DQR EDC vs LIMS reconciliation.
CDM-351,Task,DELFI-L101: Inclusion #2-4 Review,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Pre-2026. DQR inclusion review. Parent L101.
CDM-352,Task,DELFI-L101: Inclusion #5 Review,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Pre-2026. DQR inclusion review. Parent L101.
CDM-353,Task,DELFI-L101: Medrio Calculated Values,2023-06-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Pre-2026. DQR calculated values. Parent L101.
CDM-354,Subtask,Add enrollment columns and 4mfu query status columns,2023-06-01,Vincent Puga-Aragon (inactive),CDM-318,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-metrics,study-l201,Pre-2026. Case tracker columns. Parent L201.; [subtask: parent stays at CDM-318; epic inherited]
CDM-355,Subtask,Update SDV bubble label threshold,2023-06-02,Vincent Puga-Aragon (inactive),CDM-225,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-l201,Pre-2026. Metrics threshold update. Parent L201.; [subtask: parent stays at CDM-225; epic inherited]
CDM-356,Subtask,DELFI-L101: Priority Subject Tracker - remove duplicates & update filter reference,2023-06-02,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Pre-2026. DQR priority tracker dedup.; [subtask: parent stays at CDM-186; epic inherited]
CDM-357,Subtask,Update 'Clean Status' for withdrawn subjects,2023-06-05,Eric Dixon,CDM-262,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l101,Pre-2026. CPT status update. Parent L101.; [subtask: parent stays at CDM-262; epic inherited]
CDM-358,Subtask,Update Priority column values,2023-06-05,Eric Dixon,CDM-262,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l101,Pre-2026. CPT priority column. Parent L101.; [subtask: parent stays at CDM-262; epic inherited]
CDM-359,Task,Unique Identifier Creation for rows in DQR Listings,2023-06-06,Vincent Puga-Aragon (inactive),,,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-programming,proj-dqr,study-cross,Pre-2026. Generic DQR utility. No study.
CDM-360,Subtask,Correct function name for the Prior Cancer History & FU Cancer Review,2023-06-06,Eric Dixon,CDM-333,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-dqr,study-l101,Pre-2026. Function name correction. Parent L101.; [subtask: parent stays at CDM-333; epic inherited]
